isbn,title,authors,publisher,language,genres
9781573223324,Across the Nightingale Floor ,Lian Hearn,Riverhead Books,English,"['Fantasy', 'Fiction', 'Historical Fiction', 'Young Adult', 'Japan', 'Historical', 'Romance']"
9781595143976,Across the Universe ,Beth Revis,Razorbill,English,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Mystery']"
9780062941282,"Act Your Age, Eve Brown ",Talia Hibbert,Avon,English,"['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Adult', 'Audiobook', 'Chick Lit']"
9780446603782,Adulthood Rites ,Octavia E. Butler,Warner Aspect Books,English,"['Science Fiction', 'Fiction', 'Fantasy', 'Aliens', 'Science Fiction Fantasy', 'Speculative Fiction', 'Dystopia']"
9780553574074,Affair,Amanda Quick,Bantam Books,English,"['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Mystery', 'Fiction', 'Regency']"
9780671448127,Affair of Honor,Stephanie James,Silhouette Desire,English,"['Romance', 'Contemporary']"
9780698403871,Aflame ,Penelope Douglas,Penguin Publishing Group,English,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Sports']"
9780312194338,After Man: A Zoology of the Future,Dougal Dixon,Griffin,English,"['Science', 'Nonfiction', 'Biology', 'Art', 'Evolution', 'Nature', 'Animals']"
9780061284427,Afterlife ,Claudia Gray,HarperTeen,English,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Ghosts', 'Paranormal Romance']"
9780679863724,Afternoon on the Amazon ,Mary Pope Osborne,"Random House, Inc.",English,"['Childrens', 'Fantasy', 'Fiction', 'Chapter Books', 'Adventure', 'Historical Fiction', 'Middle Grade']"
9781841197760,Agatha Raisin and the Walkers of Dembley ,M.C. Beaton,Minotaur,English,"['Mystery', 'Cozy Mystery', 'Fiction', 'Audiobook', 'Crime', 'British Literature', 'Humor']"
9780140275650,Age of Iron,J.M. Coetzee,Penguin Books,English,"['Fiction', 'Africa', 'South Africa', 'Literature', 'Novels', 'Literary Fiction', 'Nobel Prize']"
9780441009916,Agent of Change ,Sharon Lee,Ace,English,"['Science Fiction', 'Space Opera', 'Romance', 'Fiction', 'Fantasy', 'Adult', 'Space']"
9789707100114,Agua Quemada,Carlos Fuentes,Punto De Lectura,Spanish; Castilian,"['Short Stories', 'Fiction', 'Literature', 'Novels', 'Spanish Literature', 'Latin American', 'Literary Fiction']"
9780060838744,"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,William Morrow Paperbacks,English,"['Fiction', 'Historical Fiction', 'Historical', 'Literature', 'Novels', 'Adult Fiction', 'Literary Fiction']"
9780896081291,Ain't I a Woman: Black Women and Feminism,bell hooks,South End Press,English,"['Feminism', 'Nonfiction', 'Race', 'History', 'Social Justice', 'Politics', 'Womens']"
9780312261214,Air,Geoff Ryman,St. Martin's Griffin,English,"['Science Fiction', 'Fiction', 'Speculative Fiction', 'Fantasy', 'Dystopia', 'Science Fiction Fantasy', 'Novels']"
9780099556312,Airframe,Michael Crichton,Arrow Books,English,"['Fiction', 'Thriller', 'Mystery', 'Science Fiction', 'Suspense', 'Mystery Thriller', 'Adventure']"
9781569714980,"Akira, Vol. 1",Katsuhiro Otomo,Dark Horse,English,"['Manga', 'Comics', 'Graphic Novels', 'Science Fiction', 'Fiction', 'Cyberpunk', 'Dystopia']"
9780689853234,Alanna: The First Adventure ,Tamora Pierce,Atheneum Books for Young Readers,English,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Middle Grade', 'Young Adult Fantasy']"
9780375761423,Alaska,James A. Michener,Dial Press Trade Paperback,English,"['Historical Fiction', 'Fiction', 'Historical', 'Travel', 'Adventure', 'Novels', 'Audiobook']"
9780195069051,Albion's Seed: Four British Folkways in America ,David Hackett Fischer,Oxford University Press,English,"['History', 'Nonfiction', 'American History', 'Politics', 'American', 'Cultural', 'Sociology']"
9783442723430,Alias Grace,Margaret Atwood,Btb Bei Goldmann,German,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Canada', 'Classics', 'Literary Fiction']"
9780345466396,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,Ballantine Books,English,"['Nonfiction', 'Humor', 'Self Help', 'Philosophy', 'Essays', 'Inspirational', 'Short Stories']"
9780394573540,All I Really Need To Know I Learned in Kindergarten,Robert Fulghum,Random House,English,"['Nonfiction', 'Humor', 'Self Help', 'Philosophy', 'Essays', 'Inspirational', 'Short Stories']"
9781301213641,All over You ,Emily Snow,Smashwords,English,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Erotica', 'Novella', 'Music']"
9780062326249,All Played Out ,Cora Carmack,William Morrow Paperbacks,English,"['New Adult', 'Romance', 'Sports', 'Contemporary', 'College', 'Sports Romance', 'Contemporary Romance']"
9780684193953,All That Remains ,Patricia Cornwell,Scribner,English,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
9780385755887,All the Bright Places,Jennifer Niven,Knopf,English,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Mental Health', 'Realistic Fiction', 'Mental Illness']"
9781250803856,All the Dangerous Things,Stacy Willingham,Minotaur Books,English,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Adult']"
9781476746586,All the Light We Cannot See,Anthony Doerr,Scribner,English,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'World War II', 'Audiobook', 'Adult']"
9780679744399,All the Pretty Horses ,Cormac McCarthy,Vintage,English,"['Fiction', 'Westerns', 'Historical Fiction', 'Classics', 'Literature', 'Novels', 'Literary Fiction']"
9780345419354,All the Weyrs of Pern ,Anne McCaffrey,Del Rey,English,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Adult', 'Adventure']"
9780441014941,All Together Dead ,Charlaine Harris,Ace Books,English,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery']"
9781501193323,All Your Perfects,Colleen Hoover,Atria Books,English,"['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'New Adult', 'Audiobook', 'Adult']"
9780064472777,All-American Girl ,Meg Cabot,HarperTrophy,English,"['Young Adult', 'Romance', 'Chick Lit', 'Fiction', 'Contemporary', 'Teen', 'Childrens']"
9780007524273,Allegiant ,Veronica Roth,HarperCollins Children's Book's,English,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']"
9780140173192,Almanac of the Dead,Leslie Marmon Silko,Penguin Books,English,"['Fiction', 'Historical Fiction', 'Fantasy', 'Literature', 'Magical Realism', 'Novels', 'Classics']"
9780446692632,Along Came a Spider ,James Patterson,Grand Central Publishing,English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']"
9780670011940,Along for the Ride,Sarah Dessen,Viking Books for Young Readers,English,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen']"
9780345457691,Altered Carbon ,Richard K. Morgan,Del Rey / Ballantine Books,English,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Mystery', 'Thriller', 'Noir', 'Crime']"
9781407177663,"Always and Forever, Lara Jean ",Jenny Han,Scholastic,English,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Audiobook', 'Young Adult Contemporary', 'Chick Lit']"
9780713998948,America ,Jon   Stewart,Allen Lane,English,"['Humor', 'Nonfiction', 'Politics', 'Comedy', 'History', 'Audiobook', 'American History']"
9780679735779,American Psycho,Bret Easton Ellis,Vintage Contemporaries / Random House,English,"['Fiction', 'Horror', 'Classics', 'Thriller', 'Crime', 'Contemporary', 'Novels']"
9780679764410,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,Vintage Books,English,"['History', 'Biography', 'Nonfiction', 'American History', 'Presidents', 'Politics', 'American Revolution']"
9781400064755,American Wife,Curtis Sittenfeld,Random House,English,"['Fiction', 'Historical Fiction', 'Politics', 'Chick Lit', 'Contemporary', 'Historical', 'Book Club']"
9781416924982,Among the Hidden ,Margaret Peterson Haddix,Aladdin Paperbacks,English,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens', 'Fantasy']"
9780385494243,Amsterdam,Ian McEwan,Anchor Books/Knopf Doubleday Publishing Group,English,"['Fiction', 'Contemporary', 'Literary Fiction', 'British Literature', 'Literature', 'Novels', '20th Century']"
9781416990659,Amy & Roger's Epic Detour,Morgan Matson,Simon & Schuster Books for Young Readers,English,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Road Trip', 'Realistic Fiction', 'Young Adult Contemporary']"
9780525476887,An Abundance of Katherines,John Green,Dutton Books for Young Readers,English,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Teen', 'Humor']"
9780525476887,An Abundance of Katherines,John Green,Dutton Books for Young Readers,English,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Teen', 'Humor']"
9781616201340,An American Marriage,Tayari Jones,Algonquin Books,English,"['Fiction', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Romance', 'Adult', 'Adult Fiction']"
9781250133731,An Anonymous Girl,Greer Hendricks,St. Martin's Press,English,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Psychological Thriller']"
9780571225361,An Artist of the Floating World,Kazuo Ishiguro,Faber and Faber,English,"['Fiction', 'Japan', 'Historical Fiction', 'Japanese Literature', 'Literature', 'Literary Fiction', 'Asia']"
9780752898476,An Echo in the Bone ,Diana Gabaldon,Orion,English,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
9780446405324,An Excellent Mystery ,Ellis Peters,Mysterious Press,English,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Historical Mystery', 'Crime']"
9780425217290,An Ice Cold Grave ,Charlaine Harris,Berkley,English,"['Mystery', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Romance']"
9781573227957,An Instance of the Fingerpost,Iain Pears,Penguin Publishing Group,English,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Mystery Thriller', 'Historical Mystery']"
9780446401012,An Owl Too Many ,Charlotte MacLeod,Warner Books (NY),English,"['Mystery', 'Cozy Mystery', 'Fiction', 'Humor', 'Audiobook', 'Crime', 'Mystery Thriller']"
9780060515195,Anansi Boys,Neil Gaiman,HarperCollins HarperTorch,English,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Mythology', 'Audiobook', 'Science Fiction Fantasy', 'Humor']"
9780061474095,Anathem,Neal Stephenson,William Morrow,English,"['Science Fiction', 'Fiction', 'Fantasy', 'Philosophy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Audiobook']"
9780349109701,Ancient Evenings,Norman Mailer,Abacus,English,"['Fiction', 'Historical Fiction', 'Historical', 'Fantasy', 'Egypt', 'Literature', 'Novels']"
9780553522310,And I Darken ,Kiersten White,Delacorte Press,English,"['Fantasy', 'Historical Fiction', 'Young Adult', 'Historical', 'Romance', 'Fiction', 'Retellings']"
9780312241353,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,Stonewall Inn Editions,English,"['Nonfiction', 'History', 'Politics', 'Science', 'LGBT', 'Medicine', 'Queer']"
9781848568556,Angel of Vengeance,Trevor O. Munson,Titan Books,English,"['Vampires', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Mystery', 'Thriller', 'Adult']"
9780007205233,Angela's Ashes ,Frank McCourt,Harper Perennial,English,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Ireland', 'Autobiography', 'Biography Memoir']"
9780062002327,Angelfire ,Courtney Allison Moulton,HarperCollins / Katherine Tegen Books,English,"['Young Adult', 'Angels', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Urban Fantasy']"
9780670060269,Angelina Ballerina,Katharine Holabird,Viking Books for Young Readers,English,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Fantasy', 'Family']"
9781416524793,Angels & Demons ,Dan Brown,Pocket Books,English,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Crime']"
9780679751342,Angels and Insects,A.S. Byatt,Vintage,English,"['Fiction', 'Historical Fiction', 'Short Stories', 'Historical', 'Literary Fiction', 'Literature', 'Contemporary']"
9780399153723,Angels Fall,Nora Roberts,Putnam,English,"['Romance', 'Romantic Suspense', 'Mystery', 'Fiction', 'Suspense', 'Contemporary', 'Contemporary Romance']"
9780446607278,Angels Flight ,Michael Connelly,Grand Central Publishing,English,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Audiobook']"
9781559362313,Angels in America,Tony Kushner,Theatre Communications Group,English,"['Plays', 'Drama', 'Fiction', 'LGBT', 'Queer', 'Classics', 'Theatre']"
9781559362313,Angels in America,Tony Kushner,Theatre Communications Group,English,"['Plays', 'Drama', 'Fiction', 'LGBT', 'Queer', 'Classics', 'Theatre']"
9780060288143,"Angus, Thongs and Full-Frontal Snogging ",Louise Rennison,HarperTeen,English,"['Young Adult', 'Fiction', 'Humor', 'Romance', 'Contemporary', 'Chick Lit', 'Teen']"
9780375724374,Anil's Ghost,Michael Ondaatje,Vintage,English,"['Fiction', 'Historical Fiction', 'Canada', 'Literary Fiction', 'Asia', 'Literature', 'Contemporary']"
9780060921149,Animal Dreams,Barbara Kingsolver,Harper Perennial,English,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Literature', 'Adult']"
9780810918689,Animalia,Graeme Base,Abrams Books for Young Readers,English,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Art', 'Fantasy', 'Poetry']"
9780156031448,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior ,Temple Grandin,Harcourt,English,"['Nonfiction', 'Animals', 'Science', 'Psychology', 'Autistic Spectrum Disorder', 'Dogs', 'Nature']"
9780525423270,Anna and the French Kiss ,Stephanie Perkins,Dutton Juvenile,English,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Contemporary Romance']"
9780765328656,Anna Dressed in Blood ,Kendare Blake,Tor Teen,English,"['Young Adult', 'Horror', 'Paranormal', 'Fantasy', 'Ghosts', 'Romance', 'Supernatural']"
9780671662349,Anne Frank Remembered,Miep Gies,Simon & Schuster,English,"['Nonfiction', 'History', 'Biography', 'Holocaust', 'Memoir', 'World War II', 'Classics']"
9780374404147,Annie on My Mind,Nancy Garden,"Farrar, Straus and Giroux (BYR)",English,"['LGBT', 'Young Adult', 'Romance', 'Fiction', 'Queer', 'Lesbian', 'Contemporary']"
9782290049662,Anno Dracula ,Kim Newman,J'ai lu,French,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Historical Fiction', 'Alternate History', 'Steampunk']"
9780399210310,Anno's Flea Market,Mitsumasa Anno,Philomel,English,"['Picture Books', 'Fiction', 'Childrens']"
9788420633183,Antología poética 1923-1977,Jorge Luis Borges,Alianza Editorial,Spanish; Castilian,"['Poetry', 'Classics', 'Fiction', 'Literature', 'Spanish Literature']"
9781982169633,Anxious People,Fredrik Backman,Atria Publishing,English,"['Fiction', 'Contemporary', 'Audiobook', 'Mystery', 'Humor', 'Adult', 'Literary Fiction']"
9781400031009,Any Human Heart,William  Boyd,Vintage,English,"['Fiction', 'Historical Fiction', 'Historical', 'Literary Fiction', 'Novels', 'Classics', 'British Literature']"
9781250254337,Any Way the Wind Blows ,Rainbow Rowell,Wednesday Books,English,"['Fantasy', 'Young Adult', 'LGBT', 'Queer', 'Fiction', 'Magic', 'Vampires']"
9780812989403,Anything Is Possible ,Elizabeth Strout,Random House,English,"['Fiction', 'Short Stories', 'Literary Fiction', 'Audiobook', 'Contemporary', 'Novels', 'Adult']"
9781937053161,Apollyon ,Jennifer L. Armentrout,Spencer Hill Press,English,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Mythology', 'Paranormal Romance', 'Greek Mythology']"
9781936305704,Appetizers ,Ivan Rusilko,Omnific Publishing,English,"['Contemporary Romance', 'Romance', 'Erotica', 'Erotic Romance', 'Adult', 'Contemporary', 'Love Story']"
9780743475617,Apricots on the Nile: A Memoir with Recipes,Colette Rossant,Atria Books,English,"['Nonfiction', 'Food', 'Memoir', 'Egypt', 'Travel', 'Biography', 'Cookbooks']"
9780751525670,Apt Pupil,Stephen King,Warner,English,"['Horror', 'Fiction', 'Thriller', 'Short Stories', 'Audiobook', 'Novella', 'Mystery']"
9780571169344,Arcadia,Tom Stoppard,Faber & Faber,English,"['Plays', 'Drama', 'Fiction', 'Theatre', 'Classics', 'Historical Fiction', 'School']"
9780441004324,Archangel ,Sharon Shinn,Berkley Publishing Group,English,"['Fantasy', 'Romance', 'Science Fiction', 'Fiction', 'Angels', 'Science Fiction Fantasy', 'Adult']"
9780575095779,Archangel's Consort ,Nalini Singh,Gollancz,English,"['Paranormal', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Angels', 'Fantasy', 'Vampires']"
9780425233368,Archangel's Kiss ,Nalini Singh,Berkley Sensation,English,"['Paranormal', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Angels', 'Vampires']"
9781538727379,Archer's Voice,Mia Sheridan,Forever,English,"['Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Fiction', 'Adult', 'Disability']"
9781250773586,Ariadne,Jennifer Saint,Flatiron Books,English,"['Mythology', 'Fantasy', 'Greek Mythology', 'Fiction', 'Historical Fiction', 'Retellings', 'Historical']"
9780912333397,Around the World in 80 Days: Companion to the Pbs Series,Michael Palin,Bay Books,English,"['Travel', 'Nonfiction', 'Audiobook', 'Adventure', 'Humor', 'Memoir', 'Biography']"
9780886773779,Arrow's Flight ,Mercedes Lackey,DAW,English,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Magic', 'High Fantasy', 'Epic Fantasy']"
9780886773786,Arrows of the Queen ,Mercedes Lackey,DAW Books,English,"['Fantasy', 'Fiction', 'Young Adult', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']"
9780553448122,Artemis,Andy Weir,Crown,English,"['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Adult', 'Fantasy']"
9780765329585,Article 5 ,Kristen Simmons,Tor Teen,English,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Fantasy']"
